"game_rk";"quest_rk";"employee_rk";"game_dttm";"price";"game_flg";"finish_flg";"time"
693676;5758;28511;"2018-01-03 17:45:00";3000;1;1;46
693680;5744;28472;"2018-02-03 23:45:00";4000;0;;
693684;5766;28492;"2018-02-13 11:15:00";3200;1;1;45
692950;5741;28486;"2018-01-15 08:00:00";2400;0;;
692954;5766;28473;"2018-02-19 16:15:00";3200;0;;
692958;5772;28507;"2018-02-26 03:30:00";3200;1;0;
692962;5764;28496;"2018-01-28 22:00:00";4000;1;1;40
692966;5759;28515;"2018-01-31 12:15:00";4000;1;1;50
692970;5758;28458;"2018-02-23 21:45:00";3000;1;1;38
692974;5743;28496;"2018-01-25 14:45:00";3200;1;0;
692978;5761;28514;"2018-01-24 04:30:00";3200;1;1;38
692982;5742;28493;"2018-02-15 18:45:00";5000;1;1;47
692986;5744;28522;"2018-02-27 00:45:00";4000;1;1;50
692990;5748;28456;"2018-01-04 11:15:00";4000;1;0;
692993;5759;28515;"2018-01-04 16:15:00";5000;1;0;
692997;5743;28519;"2018-01-10 05:45:00";3200;0;;
693001;5744;28472;"2018-01-24 19:45:00";5000;1;1;50
693005;5754;28476;"2018-01-19 05:00:00";3200;1;1;39
693009;5748;28516;"2018-02-18 20:15:00";5000;1;0;
693013;5744;28490;"2018-01-07 01:45:00";4000;1;0;
693017;5765;28493;"2018-01-27 16:15:00";5000;1;1;45
693021;5770;28458;"2018-01-12 12:15:00";2400;0;;
693025;5740;28500;"2018-01-17 19:30:00";3000;1;1;50
693029;5769;28518;"2018-01-02 14:00:00";4000;1;1;48
693033;5770;28458;"2018-01-24 16:15:00";2400;1;1;34
693037;5750;28491;"2018-02-23 21:30:00";3000;1;1;47
693041;5763;28520;"2018-01-10 03:00:00";4000;0;;
693045;5750;28512;"2018-01-13 09:30:00";2400;1;1;41
693049;5769;28466;"2018-02-23 19:00:00";4000;1;1;50
693053;5744;28456;"2018-01-10 09:45:00";4000;1;0;
693057;5754;28492;"2018-02-22 11:00:00";3200;1;1;47
693061;5743;28514;"2018-01-23 09:45:00";3200;0;;
693065;5741;28512;"2018-02-04 03:00:00";2400;1;1;45
693069;5770;28458;"2018-02-03 12:15:00";2400;0;;
693073;5750;28486;"2018-01-27 10:30:00";2400;1;1;49
693077;5761;28496;"2018-01-24 17:30:00";3200;1;1;47
693081;5770;28511;"2018-02-01 18:15:00";3000;1;1;47
693085;5762;28501;"2018-02-02 00:45:00";3200;1;1;50
693089;5768;28475;"2018-02-14 06:00:00";2400;1;1;33
693093;5767;28481;"2018-01-21 18:30:00";4000;1;1;47
693097;5767;28481;"2018-02-08 21:30:00";4000;0;;
693101;5760;28492;"2018-02-16 09:45:00";3200;0;;
693105;5748;28472;"2018-01-24 15:15:00";4000;1;1;30
693109;5773;28462;"2018-02-20 22:45:00";5000;1;1;45
693113;5742;28493;"2018-02-26 13:45:00";4000;1;1;43
693117;5754;28481;"2018-01-20 23:00:00";3200;1;1;37
693121;5769;28508;"2018-01-18 17:00:00";3200;1;0;
693125;5745;28485;"2018-01-21 17:15:00";4000;1;1;46
693129;5752;28474;"2018-01-05 04:30:00";4000;1;1;39
693133;5773;28464;"2018-02-07 12:45:00";4000;1;1;42
693137;5748;28490;"2018-01-01 05:15:00";4000;1;1;37
693141;5761;28496;"2018-01-31 22:30:00";4000;1;1;40
693145;5772;28504;"2018-01-04 12:30:00";3200;1;0;
693149;5757;28457;"2018-01-05 19:30:00";3000;1;1;39
693153;5748;28483;"2018-01-01 12:15:00";4000;1;0;
693157;5744;28456;"2018-02-01 09:45:00";4000;1;1;33
693161;5766;28478;"2018-02-09 13:15:00";3200;0;;
693165;5769;28518;"2018-02-16 13:00:00";3200;1;1;50
693169;5741;28512;"2018-01-07 07:00:00";2400;0;;
693173;5740;28500;"2018-01-27 14:30:00";3000;1;1;45
693177;5745;28510;"2018-02-18 22:15:00";4000;1;1;37
693181;5748;28490;"2018-01-10 07:15:00";4000;0;;
693185;5763;28502;"2018-01-28 16:00:00";5000;0;;
693189;5764;28479;"2018-02-13 16:00:00";3200;0;;
693193;5767;28473;"2018-01-19 12:30:00";3200;1;1;50
693197;5752;28502;"2018-02-16 22:30:00";5000;1;0;
693201;5769;28466;"2018-01-03 22:00:00";4000;1;1;31
693205;5752;28509;"2018-01-25 20:30:00";5000;1;0;
693209;5764;28465;"2018-01-11 04:00:00";3200;1;1;50
693213;5758;28511;"2018-01-10 14:45:00";2400;1;1;44
693217;5742;28521;"2018-01-20 09:45:00";4000;1;1;46
693221;5758;28461;"2018-01-30 02:45:00";2400;1;1;35
693225;5764;28496;"2018-02-15 17:00:00";3200;1;1;32
693229;5766;28476;"2018-02-07 09:15:00";3200;0;;
693233;5756;28499;"2018-01-18 19:45:00";5000;1;1;50
693237;5772;28485;"2018-02-21 17:30:00";3200;0;;
693241;5772;28504;"2018-02-16 12:30:00";3200;1;1;49
693245;5752;28509;"2018-01-10 12:30:00";4000;1;0;
693248;5765;28493;"2018-01-02 17:15:00";5000;1;1;48
693252;5747;28497;"2018-01-15 13:15:00";2400;1;1;42
693256;5763;28474;"2018-01-17 06:00:00";4000;0;;
693260;5770;28511;"2018-01-21 15:15:00";3000;1;1;50
693264;5752;28520;"2018-02-01 11:30:00";4000;0;;
693268;5744;28456;"2018-01-11 04:45:00";4000;1;1;50
693272;5764;28484;"2018-02-24 22:00:00";4000;1;0;
693276;5761;28479;"2018-01-13 18:30:00";4000;1;1;38
693280;5767;28473;"2018-02-18 21:30:00";4000;1;1;42
693284;5750;28512;"2018-01-31 01:30:00";2400;0;;
693288;5752;28493;"2018-01-21 18:30:00";5000;1;0;
693292;5770;28454;"2018-02-07 14:15:00";2400;1;1;50
693296;5761;28465;"2018-02-11 02:30:00";3200;0;;
693300;5760;28481;"2018-02-12 12:45:00";3200;0;;
693304;5771;28470;"2018-02-12 16:00:00";4000;1;1;35
693308;5765;28493;"2018-01-14 19:15:00";5000;1;1;40
693312;5758;28511;"2018-02-15 21:45:00";3000;1;1;41
693316;5762;28504;"2018-01-07 14:45:00";4000;0;;
693320;5771;28470;"2018-02-09 12:00:00";4000;0;;
693324;5739;28462;"2018-02-13 15:30:00";4000;1;1;48
693328;5744;28516;"2018-01-21 20:45:00";5000;1;1;50
693332;5763;28521;"2018-02-18 00:00:00";4000;1;1;45
693336;5757;28480;"2018-02-21 21:30:00";3000;1;1;36
693340;5766;28492;"2018-01-17 08:15:00";3200;1;1;50
693344;5753;28498;"2018-01-23 11:45:00";4000;1;1;50
693348;5756;28499;"2018-02-04 20:45:00";5000;1;1;30
693352;5751;28458;"2018-02-09 16:30:00";2400;0;;
693356;5744;28483;"2018-02-12 19:45:00";5000;1;0;
693360;5766;28492;"2018-01-02 06:15:00";3200;1;1;32
693364;5766;28473;"2018-02-10 14:15:00";4000;1;1;45
693368;5747;28497;"2018-01-01 20:15:00";3000;1;1;38
693372;5742;28493;"2018-02-11 19:45:00";5000;1;0;
693376;5762;28468;"2018-01-08 02:45:00";3200;1;0;
693380;5760;28492;"2018-01-05 00:45:00";3200;1;1;46
693384;5752;28521;"2018-01-24 02:30:00";4000;1;1;50
693388;5769;28508;"2018-02-10 16:00:00";4000;1;1;50
693392;5755;28456;"2018-01-22 01:30:00";4000;1;1;33
693396;5743;28496;"2018-01-30 13:45:00";3200;1;1;44
693400;5754;28492;"2018-02-16 03:00:00";3200;1;1;50
693404;5752;28502;"2018-02-28 22:30:00";5000;1;1;41
693408;5755;28483;"2018-01-12 17:30:00";4000;1;1;34
693412;5761;28484;"2018-02-06 20:30:00";4000;1;1;45
693416;5748;28472;"2018-01-25 16:15:00";4000;1;1;49
693420;5745;28504;"2018-02-09 19:15:00";4000;1;1;35
693424;5739;28462;"2018-02-26 18:30:00";5000;1;1;48
693428;5772;28507;"2018-01-05 01:30:00";3200;1;0;
693432;5767;28478;"2018-02-25 14:30:00";4000;1;1;48
693436;5743;28519;"2018-01-02 08:45:00";3200;1;0;
693440;5744;28483;"2018-02-16 12:45:00";4000;0;;
693444;5762;28504;"2018-02-15 21:45:00";4000;1;0;
693448;5757;28480;"2018-01-21 17:30:00";3000;1;1;39
693452;5771;28470;"2018-01-27 12:00:00";4000;1;1;48
693456;5754;28495;"2018-01-24 06:00:00";3200;1;1;45
693460;5769;28518;"2018-01-13 21:00:00";4000;1;0;
693464;5742;28502;"2018-01-07 22:45:00";5000;1;1;30
693468;5758;28458;"2018-01-03 18:45:00";3000;1;1;43
693472;5757;28505;"2018-01-10 07:30:00";2400;1;1;39
693476;5761;28514;"2018-02-12 04:30:00";3200;1;1;49
693480;5746;28463;"2018-01-19 03:15:00";4000;1;1;49
693484;5748;28516;"2018-01-26 23:15:00";4000;0;;
693488;5745;28485;"2018-02-24 21:15:00";4000;1;1;38
693492;5755;28516;"2018-01-14 13:30:00";5000;1;1;42
693496;5764;28496;"2018-01-03 21:00:00";4000;1;1;47
693500;5756;28499;"2018-01-03 19:45:00";5000;1;1;39
693507;5752;28520;"2018-01-05 08:30:00";4000;1;0;
693511;5770;28475;"2018-02-02 02:15:00";2400;0;;
693515;5767;28495;"2018-01-17 05:30:00";3200;1;1;46
693519;5749;28518;"2018-01-26 22:45:00";4000;0;;
693523;5760;28478;"2018-02-22 12:45:00";3200;1;0;
693527;5745;28507;"2018-02-11 05:15:00";3200;0;;
693531;5759;28498;"2018-01-09 18:15:00";5000;1;1;50
693535;5754;28492;"2018-02-16 07:00:00";3200;0;;
693539;5746;28513;"2018-01-11 05:15:00";4000;1;1;39
693543;5751;28460;"2018-01-31 07:30:00";2400;0;;
693547;5772;28501;"2018-01-13 05:30:00";3200;1;1;48
693551;5748;28483;"2018-01-27 23:15:00";4000;1;1;43
693555;5773;28464;"2018-01-22 12:45:00";4000;1;1;39
693559;5773;28462;"2018-02-13 19:45:00";5000;0;;
693563;5748;28472;"2018-02-18 19:15:00";5000;1;0;
693567;5744;28522;"2018-02-21 04:45:00";4000;1;1;50
693571;5747;28497;"2018-01-31 16:15:00";2400;1;1;42
693575;5739;28462;"2018-01-11 18:30:00";5000;1;0;
693579;5764;28484;"2018-01-18 14:00:00";3200;1;0;
693583;5762;28485;"2018-01-21 13:45:00";4000;1;1;50
693587;5767;28481;"2018-02-15 14:30:00";3200;1;1;48
693591;5741;28488;"2018-02-24 21:00:00";3000;1;0;
693595;5749;28508;"2018-02-04 16:45:00";4000;1;1;48
693599;5748;28490;"2018-01-16 11:15:00";4000;1;1;43
693603;5770;28458;"2018-02-06 18:15:00";3000;1;1;39
693607;5739;28462;"2018-02-11 12:30:00";4000;0;;
693611;5748;28516;"2018-01-03 20:15:00";5000;1;1;43
693615;5762;28485;"2018-02-01 22:45:00";4000;1;1;50
693619;5749;28508;"2018-01-25 14:45:00";3200;0;;
693623;5749;28466;"2018-02-02 13:45:00";3200;0;;
693627;5750;28491;"2018-01-09 14:30:00";2400;1;1;50
693631;5758;28511;"2018-01-03 23:45:00";2400;0;;
693635;5748;28472;"2018-02-19 22:15:00";5000;1;1;39
693639;5754;28478;"2018-02-12 21:00:00";4000;1;0;
693643;5745;28504;"2018-02-04 16:15:00";4000;1;1;38
693647;5743;28465;"2018-01-07 09:45:00";3200;1;0;
693651;5750;28506;"2018-02-26 08:30:00";2400;0;;
693655;5742;28520;"2018-02-19 05:45:00";4000;1;1;39
693659;5745;28468;"2018-01-22 03:15:00";3200;0;;
693663;5742;28474;"2018-02-10 01:45:00";4000;1;1;41
693667;5742;28493;"2018-02-18 18:45:00";5000;1;1;30
693671;5768;28475;"2018-01-31 01:00:00";2400;0;;
693675;5744;28522;"2018-01-11 01:45:00";4000;1;0;
693679;5765;28521;"2018-02-17 09:15:00";4000;0;;
693683;5766;28476;"2018-01-10 07:15:00";3200;0;;
692951;5749;28508;"2018-02-04 20:45:00";4000;1;1;40
692955;5772;28501;"2018-01-11 08:30:00";3200;1;1;49
692959;5745;28501;"2018-01-04 07:15:00";3200;1;1;36
692963;5756;28470;"2018-02-02 11:45:00";4000;1;1;34
692967;5760;28495;"2018-01-02 07:45:00";3200;1;1;50
692971;5750;28491;"2018-02-20 23:30:00";2400;0;;
692975;5765;28493;"2018-01-14 15:15:00";5000;1;1;36
692979;5744;28522;"2018-02-12 10:45:00";4000;1;1;50
692983;5762;28468;"2018-01-31 11:45:00";3200;1;1;41
692987;5746;28467;"2018-01-01 20:15:00";5000;0;;
692991;5741;28506;"2018-02-17 08:00:00";2400;1;0;
692992;5773;28459;"2018-01-11 19:45:00";5000;1;1;50
692996;5739;28464;"2018-01-09 19:30:00";5000;1;1;46
693000;5750;28491;"2018-01-08 21:30:00";3000;1;1;49
693004;5753;28489;"2018-01-23 12:45:00";4000;1;1;49
693008;5744;28522;"2018-01-30 00:45:00";4000;0;;
693012;5744;28483;"2018-02-18 23:45:00";4000;1;1;49
693016;5765;28520;"2018-02-25 05:15:00";4000;1;1;35
693020;5743;28479;"2018-02-09 13:45:00";3200;1;1;44
693024;5755;28490;"2018-02-22 03:30:00";4000;1;1;50
693028;5743;28479;"2018-01-27 19:45:00";4000;1;1;47
693032;5772;28485;"2018-02-03 13:30:00";4000;1;1;30
693036;5765;28509;"2018-01-22 14:15:00";4000;0;;
693040;5762;28468;"2018-01-14 04:45:00";3200;1;0;
693044;5748;28490;"2018-02-26 08:15:00";4000;1;1;47
693048;5768;28454;"2018-02-13 20:00:00";3000;1;1;37
693052;5764;28465;"2018-01-26 10:00:00";3200;1;1;50
693056;5769;28508;"2018-02-25 14:00:00";4000;1;0;
693060;5754;28476;"2018-01-07 07:00:00";3200;1;1;46
693064;5760;28481;"2018-02-15 22:45:00";4000;1;0;
693068;5741;28488;"2018-01-16 20:00:00";3000;1;1;50
693072;5758;28511;"2018-02-04 12:45:00";2400;0;;
693076;5740;28500;"2018-01-24 14:30:00";2400;1;1;39
693080;5755;28456;"2018-02-10 01:30:00";4000;1;1;33
693084;5772;28510;"2018-02-27 20:30:00";4000;1;1;49
693088;5750;28512;"2018-01-08 08:30:00";2400;1;1;47
693092;5746;28467;"2018-01-03 19:15:00";5000;1;1;35
693096;5743;28484;"2018-02-14 13:45:00";3200;1;1;50
693100;5757;28487;"2018-02-09 15:30:00";2400;0;;
693104;5768;28461;"2018-01-08 07:00:00";2400;1;1;50
693108;5741;28512;"2018-01-07 01:00:00";2400;1;1;35
693112;5767;28473;"2018-01-22 22:30:00";4000;1;1;35
693116;5768;28461;"2018-01-20 03:00:00";2400;1;1;46
693120;5742;28521;"2018-02-12 02:45:00";4000;1;1;30
693124;5743;28514;"2018-02-14 05:45:00";3200;1;1;42
693128;5769;28518;"2018-02-17 18:00:00";4000;1;0;
693132;5758;28511;"2018-02-21 17:45:00";2400;0;;
693136;5767;28481;"2018-01-20 23:30:00";3200;1;1;41
693140;5753;28498;"2018-01-09 12:45:00";4000;1;1;47
693144;5750;28506;"2018-02-11 04:30:00";2400;1;1;45
693148;5762;28507;"2018-01-15 06:45:00";3200;0;;
693152;5765;28474;"2018-02-17 06:15:00";4000;0;;
693156;5752;28474;"2018-01-26 10:30:00";4000;1;1;47
693160;5743;28496;"2018-01-04 14:45:00";4000;1;1;50
693164;5770;28461;"2018-01-09 04:15:00";2400;0;;
693168;5746;28463;"2018-02-22 01:15:00";4000;0;;
693172;5751;28458;"2018-02-21 14:30:00";2400;1;1;31
693176;5767;28476;"2018-02-13 05:30:00";3200;1;1;39
693180;5752;28493;"2018-02-06 22:30:00";5000;1;1;49
693184;5770;28454;"2018-01-03 23:15:00";2400;0;;
693188;5747;28500;"2018-01-23 15:15:00";2400;1;1;46
693192;5763;28474;"2018-01-07 07:00:00";4000;1;1;43
693196;5773;28464;"2018-01-18 17:45:00";4000;1;1;48
693200;5770;28454;"2018-02-24 13:15:00";3000;1;1;38
693204;5773;28459;"2018-02-18 20:45:00";5000;1;1;50
693208;5742;28520;"2018-01-22 07:45:00";4000;1;0;
693212;5750;28488;"2018-02-06 21:30:00";3000;0;;
693216;5745;28485;"2018-02-10 12:15:00";3200;1;1;34
693220;5761;28514;"2018-02-14 03:30:00";3200;1;1;50
693224;5748;28516;"2018-02-08 21:15:00";5000;1;1;48
693228;5743;28484;"2018-01-20 17:45:00";4000;1;1;49
693232;5754;28478;"2018-01-13 12:00:00";3200;1;1;42
693236;5766;28495;"2018-02-15 04:15:00";3200;1;1;50
693240;5746;28463;"2018-01-28 07:15:00";4000;1;1;33
693244;5749;28508;"2018-01-12 19:45:00";4000;1;1;33
693249;5760;28492;"2018-01-31 07:45:00";3200;0;;
693253;5747;28503;"2018-02-07 17:15:00";2400;1;1;49
693257;5739;28459;"2018-01-12 18:30:00";5000;1;1;31
693261;5743;28519;"2018-02-23 00:45:00";3200;0;;
693265;5743;28514;"2018-01-26 05:45:00";3200;0;;
693269;5763;28509;"2018-01-13 14:00:00";5000;1;0;
693273;5739;28462;"2018-02-13 11:30:00";4000;1;1;46
693277;5762;28468;"2018-01-20 04:45:00";3200;1;0;
693281;5743;28479;"2018-02-07 12:45:00";3200;0;;
693285;5757;28494;"2018-01-17 06:30:00";2400;1;1;32
693289;5758;28475;"2018-02-02 08:45:00";2400;0;;
693293;5745;28510;"2018-01-20 21:15:00";4000;0;;
693297;5751;28458;"2018-02-03 12:30:00";2400;1;1;33
693301;5742;28509;"2018-02-28 16:45:00";4000;0;;
693305;5758;28458;"2018-02-15 20:45:00";3000;1;1;42
693309;5764;28484;"2018-01-17 15:00:00";3200;1;1;50
693313;5772;28507;"2018-02-05 03:30:00";3200;1;0;
693317;5762;28501;"2018-02-26 06:45:00";3200;0;;
693321;5743;28496;"2018-01-21 17:45:00";4000;1;1;50
693325;5758;28511;"2018-01-24 21:45:00";3000;0;;
693329;5752;28493;"2018-02-26 15:30:00";4000;1;1;45
693333;5755;28522;"2018-01-02 09:30:00";4000;1;1;43
693337;5767;28473;"2018-02-09 13:30:00";3200;1;1;50
693341;5739;28464;"2018-01-30 17:30:00";4000;1;1;50
693345;5761;28519;"2018-01-26 08:30:00";3200;1;0;
693349;5751;28475;"2018-02-19 11:30:00";2400;1;1;32
693353;5760;28478;"2018-02-24 23:45:00";3200;0;;
693357;5755;28522;"2018-01-08 11:30:00";4000;0;;
693361;5748;28483;"2018-02-15 19:15:00";5000;1;1;41
693365;5766;28478;"2018-02-16 22:15:00";4000;1;0;
693369;5754;28478;"2018-02-16 18:00:00";4000;1;1;32
693373;5752;28520;"2018-01-20 04:30:00";4000;1;1;43
693377;5742;28502;"2018-02-07 14:45:00";4000;1;1;36
693381;5760;28476;"2018-02-26 08:45:00";3200;1;1;50
693385;5755;28456;"2018-01-05 02:30:00";4000;1;1;43
693389;5747;28500;"2018-01-24 20:15:00";3000;1;1;34
693393;5765;28520;"2018-02-25 07:15:00";4000;1;1;36
693397;5746;28513;"2018-02-12 02:15:00";4000;1;1;44
693401;5745;28485;"2018-02-06 19:15:00";4000;1;1;33
693405;5768;28511;"2018-01-18 19:00:00";3000;1;1;50
693409;5746;28471;"2018-02-11 17:15:00";5000;1;1;48
693413;5748;28472;"2018-02-21 17:15:00";4000;1;1;50
693417;5750;28506;"2018-01-07 05:30:00";2400;1;1;37
693421;5762;28485;"2018-02-12 15:45:00";3200;1;1;46
693425;5762;28501;"2018-02-14 02:45:00";3200;1;1;50
693429;5751;28461;"2018-02-09 10:30:00";2400;0;;
693433;5752;28509;"2018-02-24 13:30:00";5000;1;1;43
693437;5764;28484;"2018-01-08 23:00:00";3200;1;1;46
693441;5755;28516;"2018-02-11 15:30:00";5000;0;;
693445;5768;28460;"2018-02-20 06:00:00";2400;0;;
693449;5773;28462;"2018-02-22 21:45:00";5000;1;1;31
693453;5759;28498;"2018-02-02 15:15:00";4000;1;1;39
693457;5759;28498;"2018-01-03 20:15:00";5000;1;1;47
693461;5750;28469;"2018-02-04 14:30:00";3000;1;1;33
693465;5763;28502;"2018-01-27 19:00:00";5000;1;1;48
693469;5752;28474;"2018-01-07 07:30:00";4000;1;1;50
693473;5753;28515;"2018-02-28 22:45:00";5000;1;1;49
693477;5751;28461;"2018-01-02 05:30:00";2400;0;;
693481;5767;28481;"2018-01-03 12:30:00";3200;0;;
693485;5742;28521;"2018-01-11 11:45:00";4000;1;1;39
693489;5746;28517;"2018-02-03 13:15:00";5000;0;;
693493;5760;28492;"2018-01-28 09:45:00";3200;0;;
693497;5755;28490;"2018-02-08 08:30:00";4000;0;;
693501;5751;28458;"2018-02-23 17:30:00";3000;1;1;50
693506;5770;28454;"2018-02-15 21:15:00";3000;1;1;42
693510;5743;28484;"2018-01-14 19:45:00";4000;1;1;48
693514;5748;28472;"2018-01-13 22:15:00";5000;1;1;50
693518;5752;28509;"2018-02-12 19:30:00";5000;1;1;50
693522;5742;28502;"2018-02-16 12:45:00";4000;1;1;47
693526;5745;28510;"2018-02-08 15:15:00";3200;1;1;49
693530;5762;28468;"2018-01-11 06:45:00";3200;0;;
693534;5746;28467;"2018-01-09 13:15:00";4000;0;;
693538;5742;28493;"2018-01-17 23:45:00";4000;0;;
693542;5757;28505;"2018-01-20 10:30:00";2400;0;;
693546;5741;28469;"2018-02-25 14:00:00";3000;1;1;44
693550;5749;28518;"2018-02-14 20:45:00";4000;0;;
693554;5768;28454;"2018-02-19 18:00:00";3000;1;1;35
693558;5741;28469;"2018-02-22 22:00:00";3000;1;1;39
693562;5765;28493;"2018-01-21 16:15:00";5000;1;1;48
693566;5743;28465;"2018-01-17 02:45:00";3200;0;;
693570;5758;28475;"2018-01-31 01:45:00";2400;0;;
693574;5768;28460;"2018-02-11 08:00:00";2400;1;1;38
693578;5767;28476;"2018-01-22 01:30:00";3200;0;;
693582;5768;28475;"2018-01-08 06:00:00";2400;1;1;34
693586;5744;28490;"2018-01-14 00:45:00";4000;0;;
693590;5760;28473;"2018-02-16 20:45:00";4000;0;;
693594;5750;28486;"2018-01-15 04:30:00";2400;0;;
693598;5766;28473;"2018-01-07 22:15:00";4000;0;;
693602;5743;28465;"2018-02-28 03:45:00";3200;0;;
693606;5750;28488;"2018-01-01 14:30:00";3000;1;1;39
693610;5741;28491;"2018-02-02 15:00:00";2400;1;1;36
693614;5748;28522;"2018-01-23 11:15:00";4000;1;1;50
693618;5745;28485;"2018-02-07 20:15:00";4000;1;1;48
693622;5760;28481;"2018-01-21 12:45:00";3200;0;;
693626;5744;28483;"2018-02-07 22:45:00";5000;0;;
693630;5744;28490;"2018-02-05 08:45:00";4000;0;;
693634;5760;28492;"2018-01-02 10:45:00";3200;1;1;48
693638;5743;28496;"2018-01-30 23:45:00";3200;1;1;50
693642;5768;28458;"2018-02-27 16:00:00";2400;0;;
693646;5769;28518;"2018-01-23 14:00:00";3200;0;;
693650;5750;28506;"2018-02-07 03:30:00";2400;0;;
693654;5751;28454;"2018-02-24 23:30:00";2400;1;0;
693658;5766;28492;"2018-02-26 00:15:00";3200;1;0;
693662;5745;28501;"2018-01-23 02:15:00";3200;0;;
693666;5753;28498;"2018-02-20 13:45:00";4000;1;0;
693670;5746;28463;"2018-01-25 09:15:00";4000;1;1;44
693674;5768;28454;"2018-01-19 14:00:00";2400;1;1;42
693678;5750;28488;"2018-01-28 14:30:00";3000;0;;
693682;5768;28461;"2018-01-30 00:00:00";2400;0;;
692952;5758;28475;"2018-01-28 03:45:00";2400;0;;
692956;5745;28485;"2018-01-19 16:15:00";3200;1;1;31
692960;5751;28461;"2018-01-02 01:30:00";2400;1;0;
692964;5753;28498;"2018-02-02 17:45:00";4000;1;0;
692968;5772;28504;"2018-02-15 15:30:00";3200;1;0;
692972;5763;28474;"2018-02-23 08:00:00";4000;1;1;31
692976;5759;28515;"2018-02-16 14:15:00";4000;1;1;50
692980;5751;28475;"2018-01-29 04:30:00";2400;1;1;49
692984;5741;28491;"2018-01-15 12:00:00";2400;1;0;
692988;5762;28504;"2018-01-13 22:45:00";4000;1;1;50
692995;5743;28479;"2018-01-10 14:45:00";3200;1;1;50
692999;5743;28465;"2018-02-20 10:45:00";3200;0;;
693003;5751;28511;"2018-01-27 17:30:00";3000;1;0;
693007;5758;28460;"2018-01-11 10:45:00";2400;0;;
693011;5770;28454;"2018-01-07 12:15:00";2400;1;1;49
693015;5756;28499;"2018-02-19 22:45:00";5000;1;0;
693019;5771;28482;"2018-02-11 20:00:00";5000;1;1;44
693023;5766;28476;"2018-01-05 04:15:00";3200;0;;
693027;5746;28455;"2018-01-19 07:15:00";4000;1;1;35
693031;5769;28518;"2018-02-01 19:00:00";4000;0;;
693035;5750;28506;"2018-01-29 06:30:00";2400;0;;
693039;5770;28511;"2018-01-28 16:15:00";3000;1;1;50
693043;5768;28511;"2018-01-10 22:00:00";3000;1;1;36
693047;5752;28474;"2018-01-20 06:30:00";4000;1;1;46
693051;5743;28484;"2018-01-17 21:45:00";4000;1;1;49
693055;5769;28518;"2018-01-04 19:00:00";4000;1;0;
693059;5760;28478;"2018-01-30 23:45:00";3200;1;1;50
693063;5762;28504;"2018-02-07 14:45:00";3200;0;;
693067;5739;28459;"2018-02-26 15:30:00";4000;1;0;
693071;5753;28498;"2018-01-23 19:45:00";5000;1;1;49
693075;5741;28491;"2018-01-11 17:00:00";2400;0;;
693079;5746;28517;"2018-02-22 20:15:00";5000;0;;
693083;5757;28480;"2018-02-01 14:30:00";2400;1;1;47
693087;5760;28478;"2018-01-25 14:45:00";3200;1;1;49
693091;5758;28460;"2018-01-08 06:45:00";2400;1;1;40
693095;5766;28495;"2018-01-30 10:15:00";3200;1;1;49
693099;5769;28508;"2018-02-01 22:00:00";4000;1;1;50
693103;5754;28476;"2018-01-10 03:00:00";3200;1;1;45
693107;5748;28522;"2018-01-02 01:15:00";4000;0;;
693111;5759;28515;"2018-02-25 12:15:00";4000;1;1;50
693115;5750;28488;"2018-01-31 16:30:00";2400;0;;
693119;5760;28478;"2018-02-28 20:45:00";4000;1;1;36
693123;5740;28497;"2018-01-10 18:30:00";3000;1;1;31
693127;5755;28483;"2018-01-18 21:30:00";5000;0;;
693131;5773;28464;"2018-01-06 19:45:00";5000;1;1;38
693135;5761;28519;"2018-01-08 00:30:00";3200;0;;
693139;5742;28509;"2018-02-25 14:45:00";5000;1;1;35
693143;5751;28461;"2018-02-23 07:30:00";2400;1;1;49
693147;5758;28454;"2018-01-27 17:45:00";3000;1;1;47
693151;5762;28501;"2018-02-26 10:45:00";3200;1;0;
693155;5741;28506;"2018-01-10 03:00:00";2400;1;1;36
693159;5745;28468;"2018-01-11 08:15:00";3200;0;;
693163;5742;28474;"2018-02-07 09:45:00";4000;0;;
693167;5773;28464;"2018-01-18 15:45:00";4000;1;1;40
693171;5745;28510;"2018-02-14 19:15:00";4000;1;1;31
693175;5761;28484;"2018-01-17 21:30:00";4000;1;0;
693179;5745;28504;"2018-01-21 19:15:00";4000;1;1;38
693183;5741;28512;"2018-01-22 05:00:00";2400;0;;
693187;5770;28458;"2018-01-29 15:15:00";2400;1;1;49
693191;5752;28509;"2018-02-24 19:30:00";5000;1;1;50
693195;5764;28479;"2018-01-30 23:00:00";3200;1;1;38
693199;5742;28509;"2018-01-13 20:45:00";5000;1;1;42
693203;5742;28502;"2018-01-16 22:45:00";5000;1;0;
693207;5750;28469;"2018-02-25 14:30:00";3000;1;1;35
693211;5761;28465;"2018-01-28 07:30:00";3200;1;1;48
693215;5751;28511;"2018-02-28 20:30:00";3000;1;1;47
693219;5757;28480;"2018-01-24 23:30:00";2400;1;1;34
693223;5753;28489;"2018-02-08 18:45:00";5000;1;0;
693227;5748;28456;"2018-01-04 07:15:00";4000;1;0;
693231;5768;28458;"2018-02-09 14:00:00";2400;0;;
693235;5751;28511;"2018-01-06 23:30:00";2400;1;1;34
693239;5758;28460;"2018-01-17 02:45:00";2400;1;1;48
693243;5762;28501;"2018-01-11 04:45:00";3200;0;;
